,Psi,r(Psi),f_mu(Psi),f_sigma(Psi)
0,0.04000000000000001,4.999998561627799,0.9999999893075835,1.0000002769821035
1,0.05197197197197198,4.3864470001980465,0.9999997257527738,1.0000055188617996
2,0.06394394394394395,3.9544264178477584,0.9999977907268628,1.0000364554304597
3,0.07591591591591593,3.6288675051675843,0.9999904201684119,1.0001342719343493
4,0.0878878878878879,3.3718726608963987,0.999971340217973,1.000349764210193
5,0.09985985985985987,3.161975508845155,0.999932587747043,1.0007295968454941
6,0.11183183183183185,2.9860076310484263,0.9998655634414368,1.0013086740346109
7,0.12380380380380382,2.835402777570774,0.9997618443749922,1.0021086326562294
8,0.1357757757757758,2.704329849194142,0.9996136611889895,1.0031395990963976
9,0.14774774774774777,2.588672182361015,0.9994141118222437,1.0044029647067125
10,0.15971971971971974,2.4854344705744955,0.9991572099432603,1.005894050847274
11,0.1716916916916917,2.3923810370679726,0.9988378440588401,1.0076042654655315
12,0.18366366366366368,2.307806259742613,0.9984516956419146,1.009522703169106
13,0.19563563563563566,2.230383912688563,0.9979951438222977,1.0116372706941232
14,0.20760760760760763,2.159065419392397,0.9974651709820662,1.013935448040159
15,0.2195795795795796,2.093009399862749,0.9968592759311266,1.0164047851312261
16,0.23155155155155158,2.031531800443598,0.9961753971550492,1.0190332129089845
17,0.24352352352352355,1.974069894586079,0.9954118464783971,1.0218092272476718
18,0.25549549549549555,1.920155835950903,0.9945672524718029,1.0247219873553426
19,0.2674674674674675,1.8693969187737212,0.9936405125236883,1.027761357743847
20,0.2794394394394395,1.8214606311473536,0.9926307524015512,1.0309179137733075
21,0.29141141141141147,1.776063188279749,0.991537292181054,1.0341829243834701
22,0.30338338338338344,1.7329606294766662,0.9903596175374114,1.0375483211852956
23,0.3153553553553554,1.6919418292024255,0.9890973555284378,1.041006660030275
24,0.3273273273273274,1.652822954835387,0.987750254130345,1.0445510790877184
25,0.33929929929929936,1.6154430303220975,0.9863181649067919,1.048175256036452
26,0.35127127127127133,1.5796603541269398,0.984801028295304,1.0518733660159774
27,0.3632432432432433,1.545349583574782,0.9831988610831428,1.0556400413331632
28,0.3752152152152153,1.5123993437457257,0.9815117457182375,1.0594703334872833
29,0.38718718718718725,1.480710252777516,0.97973982116174,1.0633596777895729
30,0.3991591591591592,1.450193280349932,0.9778832750390266,1.0673038606668608
31,0.4111311311311312,1.4207683747407713,0.9759423368873269,1.0712989896201077
32,0.4231031031031032,1.3923633078820916,0.9739172723321351,1.0753414657358253
33,0.43507507507507515,1.3649126985277285,0.9718083780524894,1.079427958606521
34,0.4470470470470471,1.338357181841328,0.9696159774182644,1.083555383494056
35,0.4590190190190191,1.3126427000503667,0.9673404167012958,1.0877208805643823
36,0.47099099099099107,1.2877198937586931,0.9649820617783275,1.0919217960179235
37,0.48296296296296304,1.263543577379016,0.9625412952561111,1.0961556649514272
38,0.494934934934935,1.2400722852151675,0.9600185139601675,1.1004201957922983
39,0.506906906906907,1.217267877156732,0.9574141267374954,1.1047132561587882
40,0.518878878878879,1.1950951948965953,0.9547285525309871,1.1090328600106671
41,0.5308508508508509,1.1735217611488762,0.9519622186895751,1.1133771559664083
42,0.5428228228228229,1.1525175156118228,0.9491155594833518,1.1177444166741632
43,0.5547947947947949,1.1320545824505859,0.9461890147973144,1.1221330291343834
44,0.5667667667667668,1.11210706491709,0.9431830289811616,1.1265414858814176
45,0.5787387387387388,1.0926508634136818,0.9400980498354795,1.1309683769418628
46,0.5907107107107108,1.0736635138804118,0.9369345277177881,1.1354123824931057
47,0.6026826826826828,1.0551240438539764,0.9336929147536193,1.1398722661561984
48,0.6146546546546547,1.0370128439418482,0.9303736641401591,1.1443468688616574
